"gbifID" "abstract" "accessRights" "accrualMethod" "accrualPeriodicity" "accrualPolicy" "alternative" "audience" "available" "bibliographicCitation" "conformsTo" "contributor" "coverage" "created" "creator" "date" "dateAccepted" "dateCopyrighted" "dateSubmitted" "description" "educationLevel" "extent" "format" "hasFormat" "hasPart" "hasVersion" "identifier" "instructionalMethod" "isFormatOf" "isPartOf" "isReferencedBy" "isReplacedBy" "isRequiredBy" "isVersionOf" "issued" "language" "license" "mediator" "medium" "modified" "provenance" "publisher" "references" "relation" "replaces" "requires" "rights" "rightsHolder" "source" "spatial" "subject" "tableOfContents" "temporal" "title" "type" "valid" "institutionID" "collectionID" "datasetID" "institutionCode" "collectionCode" "datasetName" "ownerInstitutionCode" "basisOfRecord" "informationWithheld" "dataGeneralizations" "dynamicProperties" "occurrenceID" "catalogNumber" "recordNumber" "recordedBy" "individualCount" "organismQuantity" "organismQuantityType" "sex" "lifeStage" "reproductiveCondition" "behavior" "establishmentMeans" "occurrenceStatus" "preparations" "disposition" "associatedReferences" "associatedSequences" "associatedTaxa" "otherCatalogNumbers" "occurrenceRemarks" "organismID" "organismName" "organismScope" "associatedOccurrences" "associatedOrganisms" "previousIdentifications" "organismRemarks" "materialSampleID" "eventID" "parentEventID" "fieldNumber" "eventDate" "eventTime" "startDayOfYear" "endDayOfYear" "year" "month" "day" "verbatimEventDate" "habitat" "samplingProtocol" "samplingEffort" "sampleSizeValue" "sampleSizeUnit" "fieldNotes" "eventRemarks" "locationID" "higherGeographyID" "higherGeography" "continent" "waterBody" "islandGroup" "island" "countryCode" "stateProvince" "county" "municipality" "locality" "verbatimLocality" "verbatimElevation" "verbatimDepth" "minimumDistanceAboveSurfaceInMeters" "maximumDistanceAboveSurfaceInMeters" "locationAccordingTo" "locationRemarks" "decimalLatitude" "decimalLongitude" "coordinateUncertaintyInMeters" "coordinatePrecision" "pointRadiusSpatialFit" "verbatimCoordinateSystem" "verbatimSRS" "footprintWKT" "footprintSRS" "footprintSpatialFit" "georeferencedBy" "georeferencedDate" "georeferenceProtocol" "georeferenceSources" "georeferenceVerificationStatus" "georeferenceRemarks" "geologicalContextID" "earliestEonOrLowestEonothem" "latestEonOrHighestEonothem" "earliestEraOrLowestErathem" "latestEraOrHighestErathem" "earliestPeriodOrLowestSystem" "latestPeriodOrHighestSystem" "earliestEpochOrLowestSeries" "latestEpochOrHighestSeries" "earliestAgeOrLowestStage" "latestAgeOrHighestStage" "lowestBiostratigraphicZone" "highestBiostratigraphicZone" "lithostratigraphicTerms" "group" "formation" "member" "bed" "identificationID" "identificationQualifier" "typeStatus" "identifiedBy" "dateIdentified" "identificationReferences" "identificationVerificationStatus" "identificationRemarks" "taxonID" "scientificNameID" "acceptedNameUsageID" "parentNameUsageID" "originalNameUsageID" "nameAccordingToID" "namePublishedInID" "taxonConceptID" "scientificName" "acceptedNameUsage" "parentNameUsage" "originalNameUsage" "nameAccordingTo" "namePublishedIn" "namePublishedInYear" "higherClassification" "kingdom" "phylum" "class" "order" "family" "genus" "subgenus" "specificEpithet" "infraspecificEpithet" "taxonRank" "verbatimTaxonRank" "vernacularName" "nomenclaturalCode" "taxonomicStatus" "nomenclaturalStatus" "taxonRemarks" "datasetKey" "publishingCountry" "lastInterpreted" "elevation" "elevationAccuracy" "depth" "depthAccuracy" "distanceAboveSurface" "distanceAboveSurfaceAccuracy" "issue" "mediaType" "hasCoordinate" "hasGeospatialIssues" "taxonKey" "acceptedTaxonKey" "kingdomKey" "phylumKey" "classKey" "orderKey" "familyKey" "genusKey" "subgenusKey" "speciesKey" "species" "genericName" "acceptedScientificName" "typifiedName" "protocol" "lastParsed" "lastCrawled" "repatriated" "coords.x1" "coords.x2" "optional"
"247" 1324446771 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:12065/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-15T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:12065/1" "12065/1" "" "Nils Hakelier" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1967-08-20T00:00:00Z" NA NA NA 1967 8 20 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Rogaland" "Gjesdal" "" "Forsand, vest for Dirdal" "" "" "" NA NA NA NA 58.83394 6.17592 1414 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "A. C. Crundwell, Geir Løe, Kristian Hassel" "2005-05-30T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:29:39.824Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2016-12-07T12:58:09.624Z" "2018-11-25T14:56:39.619Z" "true" 337000.188208688 6524999.75899266 TRUE
"248" 1324446323 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:1266/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-20T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:1266/1" "1266/1" "" "E. Jørgensen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1924-08-12T00:00:00Z" NA NA NA 1924 8 12 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Hordaland" "Osterøy" "" "Bruvik, Ramnipa" "" "" "" NA NA NA NA 60.43876 5.63766 7071 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "E. Jørgensen, J. Vana" "1924-08-12T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:25:04.244Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-07T12:57:52.221Z" "2018-11-25T14:56:37.165Z" "true" 314999.870322327 6705000.20347507 TRUE
"249" 1324446307 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:1296/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-15T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:1296/1" "1296/1" "" "E. Jørgensen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1900-07-23T00:00:00Z" NA NA NA 1900 7 23 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Rugsund" "" "" "" NA NA NA NA 61.88705 5.34643 1414 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "J. Vana" "" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:25:04.049Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-07T12:57:52.258Z" "2018-11-25T14:56:37.243Z" "true" 308000.233650279 6866999.53956656 TRUE
"250" 1324446283 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:12079/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-15T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:12079/1" "12079/1" "" "E. Jørgensen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1925-07-15T00:00:00Z" NA NA NA 1925 7 15 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Davik: Åsskårfossen i Ålfot, nederst ved østre gren" "" "" "" NA NA NA NA 61.80989 5.669 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "A. C. Crundwell, Geir Løe, Kristian Hassel" "2005-05-30T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:29:39.802Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2016-12-07T12:58:26.949Z" "2018-11-25T14:56:33.848Z" "true" 324499.868079675 6857500.2360734 TRUE
"251" 1324445528 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:21259/3" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-16T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:21259/3" "21259/3" "" "B. Kaalaas" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1889-07-26T00:00:00Z" NA NA NA 1889 7 26 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Hordaland" "Kvinnherad" "" "Kvinnherad, Sunde, Melkhangfjell" "" "" "" NA NA NA NA 59.86431 5.84776 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "E. Jørgensen" "1889-07-26T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:25:04.002Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-07T12:58:29.759Z" "2018-11-25T14:56:38.516Z" "true" 323500.019632999 6640500.4634743 TRUE
"252" 1324445515 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:21305/2" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-20T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:21305/2" "21305/2" "" "Per Størmer" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1949-08-24T00:00:00Z" NA NA NA 1949 8 24 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Davik: Førde" "" "" "" NA NA NA NA 61.81746 5.61119 37759 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Per Størmer" "1949-08-24T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:25:03.983Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-07T12:57:56.293Z" "2018-11-25T14:56:34.624Z" "true" 321499.959975359 6858500.20693756 TRUE
"253" 1324444760 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:12073/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-15T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:12073/1" "12073/1" "" "E. Jørgensen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1920-08-12T00:00:00Z" NA NA NA 1920 8 12 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Svælgen, på berg ovenfor Rise" "" "" "" NA NA NA NA 61.76279 5.2379 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Lars Söderström, Kristian Hassel" "2005-05-30T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:29:39.788Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2016-12-07T12:57:55.743Z" "2018-11-25T14:56:39.992Z" "true" 301499.940941636 6853499.49811061 TRUE
"254" 1324444746 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:12057/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-20T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:12057/1" "12057/1" "" "B. Kaalaas" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1900-08-13T00:00:00Z" NA NA NA 1900 8 13 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Rogaland" "Gjesdal" "" "Frafjord i Høgsfjord, Ryfylke" "" "" "" NA NA NA NA 58.84569 6.30499 1803 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Lars Söderström, Kristian Hassel" "2005-05-30T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:29:39.784Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2016-12-07T12:58:25.751Z" "2018-11-25T14:56:39.498Z" "true" 344499.890090149 6526000.2797545 TRUE
"255" 1324444726 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:12060/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-15T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:12060/1" "12060/1" "" "Per Størmer" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1943-08-07T00:00:00Z" NA NA NA 1943 8 7 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Hordaland" "Kvinnherad" "" "Haaland in Kvinnherad" "" "" "" NA NA NA NA 59.98543 6.03351 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Lars Söderström, Kristian Hassel" "2005-05-30T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:29:39.801Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2016-12-07T12:58:09.624Z" "2018-11-25T14:56:40.164Z" "true" 334500.254693082 6653499.64441037 TRUE
"256" 1324443629 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:4990/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-15T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:4990/1" "4990/1" "" "Sophie Møller" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "" NA NA NA NA NA NA "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Buskerud" "Modum" "" "Modum" "" "" "" NA NA NA NA 59.93876 9.98426 7071 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Sophie Møller, Kristian Hassel" "" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:28:44.420Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2016-12-07T12:57:50.649Z" "2018-11-25T14:56:40.011Z" "true" 554999.826623638 6644999.94387851 TRUE
"257" 1324442993 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:1291/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-20T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:1291/1" "1291/1" "" "E. Jørgensen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1920-07-03T00:00:00Z" NA NA NA 1920 7 3 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Askvoll" "" "Yndestad (S.fjord) ovenfor Stafsnes" "" "" "" NA NA NA NA 61.43165 5.12776 1118 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "E. Jørgensen, J. Vana" "1920-07-03T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:25:03.970Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-07T12:58:07.502Z" "2018-11-25T14:56:26.158Z" "true" 293499.973592571 6816999.83048539 TRUE
"258" 1324442987 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:1272/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-15T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:1272/1" "1272/1" "" "E. Jørgensen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1922-07-28T00:00:00Z" NA NA NA 1922 7 28 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Gloppen" "" "Hyen: Mjellemseggen-Raubergvann" "" "" "" NA NA NA NA 61.64469 5.90403 2500 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "E. Jørgensen" "1922-07-28T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:25:03.883Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-07T12:57:52.250Z" "2018-11-25T14:56:26.147Z" "true" 336000.03322489 6838499.91024936 TRUE
"259" 1324442983 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:O:B:1278/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2016-06-20T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "O" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:O:B:1278/1" "1278/1" "" "E. Jørgensen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "1922-07-26T00:00:00Z" NA NA NA 1922 7 26 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Ålfotfossen, nær sjøen" "" "" "" NA NA NA NA 61.80989 5.669 707 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "E. Jørgensen, J. Vana" "1922-07-26T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "68a0650f-96ae-499c-8b2a-a4f92c01e4b3" "NO" "2018-07-06T23:25:03.876Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-07T12:57:52.259Z" "2018-11-25T14:56:37.230Z" "true" 324499.868079675 6857500.2360734 TRUE
